#截止2023-12-25，中国电信IP地址段共计5872条。电信AS区域
#IP起始	结束	数量	网络
183.91.63.0	183.91.63.255	256	183.91.63.0/24
183.128.0.0	183.159.255.255	2097152	183.128.0.0/11
183.131.32.0	183.131.47.255	4096	183.131.32.0/20
183.131.48.0	183.131.63.255	4096	183.131.48.0/20
183.131.64.0	183.131.64.255	256	183.131.64.0/24
183.131.65.0	183.131.65.255	256	183.131.65.0/24
183.131.66.0	183.131.66.255	256	183.131.66.0/24
183.131.72.0	183.131.79.255	2048	183.131.72.0/21
183.131.112.0	183.131.113.255	512	183.131.112.0/23
183.131.115.0	183.131.115.255	256	183.131.115.0/24
183.131.116.0	183.131.116.255	256	183.131.116.0/24
183.131.117.0	183.131.117.255	256	183.131.117.0/24
183.131.118.0	183.131.118.255	256	183.131.118.0/24
183.131.119.0	183.131.119.255	256	183.131.119.0/24
183.131.124.0	183.131.124.255	256	183.131.124.0/24
183.131.127.0	183.131.127.255	256	183.131.127.0/24
183.131.128.0	183.131.135.255	2048	183.131.128.0/21
183.131.144.0	183.131.159.255	4096	183.131.144.0/20
183.131.192.0	183.131.207.255	4096	183.131.192.0/20
183.131.208.0	183.131.208.255	256	183.131.208.0/24
183.131.210.0	183.131.210.255	256	183.131.210.0/24
183.131.211.0	183.131.211.255	256	183.131.211.0/24
183.131.214.0	183.131.214.255	256	183.131.214.0/24
183.131.215.0	183.131.215.255	256	183.131.215.0/24
183.131.252.0	183.131.255.255	1024	183.131.252.0/22
183.134.17.0	183.134.17.255	256	183.134.17.0/24
183.134.18.0	183.134.19.255	512	183.134.18.0/23
183.134.21.0	183.134.21.255	256	183.134.21.0/24
183.134.22.0	183.134.22.255	256	183.134.22.0/24
183.134.24.0	183.134.24.255	256	183.134.24.0/24
183.134.25.0	183.134.25.255	256	183.134.25.0/24
183.134.26.0	183.134.26.255	256	183.134.26.0/24
183.134.27.0	183.134.27.255	256	183.134.27.0/24
183.134.28.0	183.134.28.255	256	183.134.28.0/24
183.134.29.0	183.134.29.255	256	183.134.29.0/24
183.134.30.0	183.134.30.255	256	183.134.30.0/24
183.134.31.0	183.134.31.255	256	183.134.31.0/24
183.134.222.0	183.134.222.255	256	183.134.222.0/24
183.136.128.0	183.136.143.255	4096	183.136.128.0/20
183.136.133.0	183.136.133.255	256	183.136.133.0/24
183.136.138.0	183.136.138.255	256	183.136.138.0/24
183.136.200.0	183.136.207.255	2048	183.136.200.0/21
183.136.208.0	183.136.211.255	1024	183.136.208.0/22
183.136.218.0	183.136.218.255	256	183.136.218.0/24
183.136.219.0	183.136.219.255	256	183.136.219.0/24
183.136.232.0	183.136.233.255	512	183.136.232.0/23
183.136.234.0	183.136.235.255	512	183.136.234.0/23
183.146.16.0	183.146.16.255	256	183.146.16.0/24
183.146.17.0	183.146.17.255	256	183.146.17.0/24
183.146.18.0	183.146.18.255	256	183.146.18.0/24
183.146.19.0	183.146.19.255	256	183.146.19.0/24
183.146.21.0	183.146.21.255	256	183.146.21.0/24
183.146.22.0	183.146.22.255	256	183.146.22.0/24
183.146.24.0	183.146.24.255	256	183.146.24.0/24
183.146.25.0	183.146.25.255	256	183.146.25.0/24
183.146.26.0	183.146.26.255	256	183.146.26.0/24
183.146.28.0	183.146.28.255	256	183.146.28.0/24
183.146.29.0	183.146.29.255	256	183.146.29.0/24
183.146.208.0	183.146.208.255	256	183.146.208.0/24
183.146.210.0	183.146.210.255	256	183.146.210.0/24
183.146.211.0	183.146.211.255	256	183.146.211.0/24
183.146.213.0	183.146.213.255	256	183.146.213.0/24
183.146.214.0	183.146.214.255	256	183.146.214.0/24
183.146.215.0	183.146.215.255	256	183.146.215.0/24
183.160.0.0	183.167.255.255	524288	183.160.0.0/13
185.75.172.0	185.75.172.255	256	185.75.172.0/24
185.75.173.0	185.75.173.255	256	185.75.173.0/24
185.75.174.0	185.75.174.255	256	185.75.174.0/24
192.140.208.0	192.140.211.255	1024	192.140.208.0/22
192.140.212.0	192.140.215.255	1024	192.140.212.0/22
192.163.11.0	192.163.11.255	256	192.163.11.0/24
192.232.97.0	192.232.97.255	256	192.232.97.0/24
198.208.17.0	198.208.17.255	256	198.208.17.0/24
198.208.19.0	198.208.19.255	256	198.208.19.0/24
198.208.30.0	198.208.30.255	256	198.208.30.0/24
198.208.61.0	198.208.61.255	256	198.208.61.0/24
198.208.63.0	198.208.63.255	256	198.208.63.0/24
198.208.67.0	198.208.67.255	256	198.208.67.0/24
198.208.112.0	198.208.112.255	256	198.208.112.0/24
198.208.113.0	198.208.113.255	256	198.208.113.0/24
202.10.74.0	202.10.74.255	256	202.10.74.0/24
202.10.75.0	202.10.75.255	256	202.10.75.0/24
202.10.76.0	202.10.79.255	1024	202.10.76.0/22
202.38.132.0	202.38.133.255	512	202.38.132.0/23
202.38.133.0	202.38.133.255	256	202.38.133.0/24
202.38.134.0	202.38.134.255	256	202.38.134.0/24
202.47.104.0	202.47.104.255	256	202.47.104.0/24
202.47.105.0	202.47.105.255	256	202.47.105.0/24
202.47.108.0	202.47.108.255	256	202.47.108.0/24
202.47.109.0	202.47.109.255	256	202.47.109.0/24
202.47.110.0	202.47.110.255	256	202.47.110.0/24
202.47.111.0	202.47.111.255	256	202.47.111.0/24
202.55.0.0	202.55.31.255	8192	202.55.0.0/19
202.55.5.0	202.55.5.255	256	202.55.5.0/24
202.55.6.0	202.55.6.255	256	202.55.6.0/24
202.55.7.0	202.55.7.255	256	202.55.7.0/24
202.55.8.0	202.55.15.255	2048	202.55.8.0/21
202.55.24.0	202.55.24.255	256	202.55.24.0/24
202.55.27.0	202.55.27.255	256	202.55.27.0/24
202.55.28.0	202.55.28.255	256	202.55.28.0/24
202.55.30.0	202.55.30.255	256	202.55.30.0/24
202.55.31.0	202.55.31.255	256	202.55.31.0/24
202.59.213.0	202.59.213.255	256	202.59.213.0/24
202.59.214.0	202.59.214.255	256	202.59.214.0/24
202.59.215.0	202.59.215.255	256	202.59.215.0/24
202.60.132.0	202.60.135.255	1024	202.60.132.0/22
202.62.112.0	202.62.115.255	1024	202.62.112.0/22
202.72.112.0	202.72.115.255	1024	202.72.112.0/22
202.72.116.0	202.72.119.255	1024	202.72.116.0/22
202.72.120.0	202.72.123.255	1024	202.72.120.0/22
202.72.124.0	202.72.127.255	1024	202.72.124.0/22
202.73.128.0	202.73.131.255	1024	202.73.128.0/22
202.73.240.0	202.73.243.255	1024	202.73.240.0/22
202.73.244.0	202.73.247.255	1024	202.73.244.0/22
202.73.248.0	202.73.251.255	1024	202.73.248.0/22
202.73.252.0	202.73.255.255	1024	202.73.252.0/22
202.75.216.0	202.75.219.255	1024	202.75.216.0/22
202.75.220.0	202.75.223.255	1024	202.75.220.0/22
202.80.192.0	202.80.195.255	1024	202.80.192.0/22
202.81.176.0	202.81.179.255	1024	202.81.176.0/22
202.81.180.0	202.81.183.255	1024	202.81.180.0/22
202.81.184.0	202.81.187.255	1024	202.81.184.0/22
202.81.188.0	202.81.191.255	1024	202.81.188.0/22
202.89.96.0	202.89.96.255	256	202.89.96.0/24
202.90.96.0	202.90.99.255	1024	202.90.96.0/22
202.90.100.0	202.90.103.255	1024	202.90.100.0/22
202.90.104.0	202.90.107.255	1024	202.90.104.0/22
202.90.108.0	202.90.111.255	1024	202.90.108.0/22
202.91.240.0	202.91.247.255	2048	202.91.240.0/21
202.91.248.0	202.91.251.255	1024	202.91.248.0/22
202.96.96.0	202.96.111.255	4096	202.96.96.0/20
202.96.112.0	202.96.127.255	4096	202.96.112.0/20
202.96.128.0	202.96.191.255	16384	202.96.128.0/18
202.96.192.0	202.96.223.255	8192	202.96.192.0/19
202.96.192.0	202.96.255.255	16384	202.96.192.0/18
202.96.194.0	202.96.194.255	256	202.96.194.0/24
202.96.224.0	202.96.255.255	8192	202.96.224.0/19
202.97.0.0	202.97.31.255	8192	202.97.0.0/19
202.97.32.0	202.97.63.255	8192	202.97.32.0/19
202.97.62.0	202.97.62.255	256	202.97.62.0/24
202.97.64.0	202.97.79.255	4096	202.97.64.0/20
202.97.80.0	202.97.95.255	4096	202.97.80.0/20
202.97.96.0	202.97.127.255	8192	202.97.96.0/19
202.98.32.0	202.98.63.255	8192	202.98.32.0/19
202.98.64.0	202.98.95.255	8192	202.98.64.0/19
202.98.96.0	202.98.127.255	8192	202.98.96.0/19
202.98.123.0	202.98.123.255	256	202.98.123.0/24
202.98.128.0	202.98.159.255	8192	202.98.128.0/19
202.98.160.0	202.98.191.255	8192	202.98.160.0/19
202.98.192.0	202.98.192.255	256	202.98.192.0/24
202.98.192.0	202.98.223.255	8192	202.98.192.0/19
202.98.194.0	202.98.195.255	512	202.98.194.0/23
202.98.224.0	202.98.255.255	8192	202.98.224.0/19
202.100.0.0	202.100.63.255	16384	202.100.0.0/18
202.100.64.0	202.100.95.255	8192	202.100.64.0/19
202.100.96.0	202.100.127.255	8192	202.100.96.0/19
202.100.97.0	202.100.97.255	256	202.100.97.0/24
202.100.128.0	202.100.159.255	8192	202.100.128.0/19
202.100.160.0	202.100.191.255	8192	202.100.160.0/19
202.100.192.0	202.100.255.255	16384	202.100.192.0/18
202.101.0.0	202.101.31.255	8192	202.101.0.0/19
202.101.32.0	202.101.63.255	8192	202.101.32.0/19
202.101.64.0	202.101.95.255	8192	202.101.64.0/19
202.101.96.0	202.101.127.255	8192	202.101.96.0/19
202.101.128.0	202.101.159.255	8192	202.101.128.0/19
202.101.160.0	202.101.191.255	8192	202.101.160.0/19
202.101.192.0	202.101.255.255	16384	202.101.192.0/18
202.102.0.0	202.102.127.255	32768	202.102.0.0/17
202.102.192.0	202.102.223.255	8192	202.102.192.0/19
202.103.0.0	202.103.63.255	16384	202.103.0.0/18
202.103.64.0	202.103.127.255	16384	202.103.64.0/18
202.103.128.0	202.103.191.255	16384	202.103.128.0/18
202.103.192.0	202.103.255.255	16384	202.103.192.0/18
202.103.214.0	202.103.215.255	512	202.103.214.0/23
202.103.247.0	202.103.247.255	256	202.103.247.0/24
202.104.0.0	202.105.255.255	131072	202.104.0.0/15
202.105.0.0	202.105.255.255	65536	202.105.0.0/16
202.107.128.0	202.107.191.255	16384	202.107.128.0/18
202.107.192.0	202.107.255.255	16384	202.107.192.0/18
202.107.244.0	202.107.244.255	256	202.107.244.0/24
202.109.0.0	202.109.63.255	16384	202.109.0.0/18
202.109.64.0	202.109.127.255	16384	202.109.64.0/18
202.109.72.0	202.109.73.255	512	202.109.72.0/23
202.109.128.0	202.109.191.255	16384	202.109.128.0/18
202.109.192.0	202.109.255.255	16384	202.109.192.0/18
202.110.128.0	202.110.191.255	16384	202.110.128.0/18
202.111.0.0	202.111.31.255	8192	202.111.0.0/19
202.111.0.0	202.111.127.255	32768	202.111.0.0/17
202.111.0.0	202.111.127.255	32768	202.111.0.0/17
202.111.32.0	202.111.63.255	8192	202.111.32.0/19
202.111.192.0	202.111.207.255	4096	202.111.192.0/20
202.111.192.0	202.111.223.255	8192	202.111.192.0/19
202.111.208.0	202.111.223.255	4096	202.111.208.0/20
202.111.224.0	202.111.255.255	8192	202.111.224.0/19
202.111.224.0	202.111.255.255	8192	202.111.224.0/19
202.125.176.0	202.125.191.255	4096	202.125.176.0/20
202.136.208.0	202.136.211.255	1024	202.136.208.0/22
202.136.212.0	202.136.215.255	1024	202.136.212.0/22
202.136.216.0	202.136.217.255	512	202.136.216.0/23
202.141.160.0	202.141.175.255	4096	202.141.160.0/20
202.143.16.0	202.143.17.255	512	202.143.16.0/23
202.170.220.0	202.170.221.255	512	202.170.220.0/23
202.173.224.0	202.173.239.255	4096	202.173.224.0/20
202.173.240.0	202.173.255.255	4096	202.173.240.0/20
202.181.124.0	202.181.127.255	1024	202.181.124.0/22
203.0.104.0	203.0.105.255	512	203.0.104.0/23
203.0.106.0	203.0.106.255	256	203.0.106.0/24
203.0.107.0	203.0.107.255	256	203.0.107.0/24
203.0.108.0	203.0.109.255	512	203.0.108.0/23
203.0.110.0	203.0.110.255	256	203.0.110.0/24
203.0.111.0	203.0.111.255	256	203.0.111.0/24
203.2.64.0	203.2.65.255	512	203.2.64.0/23
203.2.66.0	203.2.66.255	256	203.2.66.0/24
203.2.67.0	203.2.67.255	256	203.2.67.0/24
203.2.68.0	203.2.69.255	512	203.2.68.0/23
203.2.70.0	203.2.71.255	512	203.2.70.0/23
203.2.112.0	203.2.115.255	1024	203.2.112.0/22
203.2.116.0	203.2.119.255	1024	203.2.116.0/22
203.2.160.0	203.2.163.255	1024	203.2.160.0/22
203.3.80.0	203.3.87.255	2048	203.3.80.0/21
203.6.224.0	203.6.239.255	4096	203.6.224.0/20
203.8.24.0	203.8.24.255	256	203.8.24.0/24
203.8.25.0	203.8.25.255	256	203.8.25.0/24
203.8.27.0	203.8.27.255	256	203.8.27.0/24
203.8.28.0	203.8.28.255	256	203.8.28.0/24
203.8.29.0	203.8.29.255	256	203.8.29.0/24
203.8.30.0	203.8.30.255	256	203.8.30.0/24
203.12.88.0	203.12.88.255	256	203.12.88.0/24
203.12.89.0	203.12.89.255	256	203.12.89.0/24
203.12.91.0	203.12.91.255	256	203.12.91.0/24
203.12.93.0	203.12.93.255	256	203.12.93.0/24
203.12.95.0	203.12.95.255	256	203.12.95.0/24
203.12.204.0	203.12.204.255	256	203.12.204.0/24
203.12.205.0	203.12.205.255	256	203.12.205.0/24
203.13.80.0	203.13.80.255	256	203.13.80.0/24
203.13.81.0	203.13.81.255	256	203.13.81.0/24
203.15.0.0	203.15.15.255	4096	203.15.0.0/20
203.25.48.0	203.25.48.255	256	203.25.48.0/24
203.32.203.0	203.32.203.255	256	203.32.203.0/24
203.32.204.0	203.32.205.255	512	203.32.204.0/23
203.32.212.0	203.32.212.255	256	203.32.212.0/24
203.33.4.0	203.33.4.255	256	203.33.4.0/24
203.33.7.0	203.33.7.255	256	203.33.7.0/24
203.33.21.0	203.33.21.255	256	203.33.21.0/24
203.33.26.0	203.33.26.255	256	203.33.26.0/24
203.33.32.0	203.33.32.255	256	203.33.32.0/24
203.33.64.0	203.33.64.255	256	203.33.64.0/24
203.33.67.0	203.33.67.255	256	203.33.67.0/24
203.33.145.0	203.33.145.255	256	203.33.145.0/24
203.33.156.0	203.33.156.255	256	203.33.156.0/24
203.33.174.0	203.33.174.255	256	203.33.174.0/24
203.33.202.0	203.33.203.255	512	203.33.202.0/23
203.33.206.0	203.33.207.255	512	203.33.206.0/23
203.33.214.0	203.33.215.255	512	203.33.214.0/23
203.33.224.0	203.33.225.255	512	203.33.224.0/23
203.34.4.0	203.34.4.255	256	203.34.4.0/24
203.34.21.0	203.34.21.255	256	203.34.21.0/24
203.34.27.0	203.34.27.255	256	203.34.27.0/24
203.34.39.0	203.34.39.255	256	203.34.39.0/24
203.34.48.0	203.34.49.255	512	203.34.48.0/23
203.34.54.0	203.34.54.255	256	203.34.54.0/24
203.34.56.0	203.34.57.255	512	203.34.56.0/23
203.34.67.0	203.34.67.255	256	203.34.67.0/24
203.34.69.0	203.34.69.255	256	203.34.69.0/24
203.34.76.0	203.34.76.255	256	203.34.76.0/24
203.34.92.0	203.34.92.255	256	203.34.92.0/24
203.34.106.0	203.34.106.255	256	203.34.106.0/24
203.34.113.0	203.34.113.255	256	203.34.113.0/24
203.34.147.0	203.34.147.255	256	203.34.147.0/24
203.34.150.0	203.34.150.255	256	203.34.150.0/24
203.34.152.0	203.34.153.255	512	203.34.152.0/23
203.34.161.0	203.34.161.255	256	203.34.161.0/24
203.34.162.0	203.34.162.255	256	203.34.162.0/24
203.34.187.0	203.34.187.255	256	203.34.187.0/24
203.34.232.0	203.34.232.255	256	203.34.232.0/24
203.34.240.0	203.34.240.255	256	203.34.240.0/24
203.34.242.0	203.34.242.255	256	203.34.242.0/24
203.34.245.0	203.34.245.255	256	203.34.245.0/24
203.34.251.0	203.34.251.255	256	203.34.251.0/24
203.55.2.0	203.55.3.255	512	203.55.2.0/23
203.55.4.0	203.55.4.255	256	203.55.4.0/24
203.55.10.0	203.55.10.255	256	203.55.10.0/24
203.55.13.0	203.55.13.255	256	203.55.13.0/24
203.55.22.0	203.55.22.255	256	203.55.22.0/24
203.55.30.0	203.55.30.255	256	203.55.30.0/24
203.55.93.0	203.55.93.255	256	203.55.93.0/24
203.55.101.0	203.55.101.255	256	203.55.101.0/24
203.55.109.0	203.55.109.255	256	203.55.109.0/24
203.55.110.0	203.55.110.255	256	203.55.110.0/24
203.55.116.0	203.55.117.255	512	203.55.116.0/23
203.55.119.0	203.55.119.255	256	203.55.119.0/24
203.55.128.0	203.55.129.255	512	203.55.128.0/23
203.55.146.0	203.55.147.255	512	203.55.146.0/23
203.55.192.0	203.55.192.255	256	203.55.192.0/24
203.55.218.0	203.55.219.255	512	203.55.218.0/23
203.56.4.0	203.56.4.255	256	203.56.4.0/24
203.56.24.0	203.56.24.255	256	203.56.24.0/24
203.56.38.0	203.56.38.255	256	203.56.38.0/24
203.56.40.0	203.56.40.255	256	203.56.40.0/24
203.56.46.0	203.56.46.255	256	203.56.46.0/24
203.56.68.0	203.56.69.255	512	203.56.68.0/23
203.56.82.0	203.56.83.255	512	203.56.82.0/23
203.56.84.0	203.56.85.255	512	203.56.84.0/23
203.56.95.0	203.56.95.255	256	203.56.95.0/24
203.56.172.0	203.56.173.255	512	203.56.172.0/23
203.56.208.0	203.56.209.255	512	203.56.208.0/23
203.56.210.0	203.56.210.255	256	203.56.210.0/24
203.56.214.0	203.56.214.255	256	203.56.214.0/24
203.56.228.0	203.56.228.255	256	203.56.228.0/24
203.56.232.0	203.56.232.255	256	203.56.232.0/24
203.56.240.0	203.56.240.255	256	203.56.240.0/24
203.56.252.0	203.56.252.255	256	203.56.252.0/24
203.56.254.0	203.56.254.255	256	203.56.254.0/24
203.57.5.0	203.57.5.255	256	203.57.5.0/24
203.57.6.0	203.57.6.255	256	203.57.6.0/24
203.57.12.0	203.57.13.255	512	203.57.12.0/23
203.57.28.0	203.57.28.255	256	203.57.28.0/24
203.57.39.0	203.57.39.255	256	203.57.39.0/24
203.57.46.0	203.57.46.255	256	203.57.46.0/24
203.57.58.0	203.57.58.255	256	203.57.58.0/24
203.57.61.0	203.57.61.255	256	203.57.61.0/24
203.57.70.0	203.57.71.255	512	203.57.70.0/23
203.57.101.0	203.57.101.255	256	203.57.101.0/24
203.57.109.0	203.57.109.255	256	203.57.109.0/24
203.57.123.0	203.57.123.255	256	203.57.123.0/24
203.57.157.0	203.57.157.255	256	203.57.157.0/24
203.57.200.0	203.57.200.255	256	203.57.200.0/24
203.57.202.0	203.57.202.255	256	203.57.202.0/24
203.57.206.0	203.57.206.255	256	203.57.206.0/24
203.57.222.0	203.57.222.255	256	203.57.222.0/24
203.57.224.0	203.57.239.255	4096	203.57.224.0/20
203.57.249.0	203.57.249.255	256	203.57.249.0/24
203.57.254.0	203.57.255.255	512	203.57.254.0/23
203.62.2.0	203.62.2.255	256	203.62.2.0/24
203.62.131.0	203.62.131.255	256	203.62.131.0/24
203.62.139.0	203.62.139.255	256	203.62.139.0/24
203.76.208.0	203.76.211.255	1024	203.76.208.0/22
203.76.212.0	203.76.215.255	1024	203.76.212.0/22
203.76.216.0	203.76.219.255	1024	203.76.216.0/22
203.76.240.0	203.76.243.255	1024	203.76.240.0/22
203.78.48.0	203.78.63.255	4096	203.78.48.0/20
203.80.57.0	203.80.57.255	256	203.80.57.0/24
203.82.0.0	203.82.1.255	512	203.82.0.0/23
203.83.224.0	203.83.227.255	1024	203.83.224.0/22
203.83.228.0	203.83.231.255	1024	203.83.228.0/22
203.86.0.0	203.86.15.255	4096	203.86.0.0/20
203.86.16.0	203.86.31.255	4096	203.86.16.0/20
203.86.112.0	203.86.112.255	256	203.86.112.0/24
203.86.254.0	203.86.255.255	512	203.86.254.0/23
203.88.192.0	203.88.207.255	4096	203.88.192.0/20
203.88.208.0	203.88.223.255	4096	203.88.208.0/20
203.89.8.0	203.89.8.255	256	203.89.8.0/24
203.89.9.0	203.89.9.255	256	203.89.9.0/24
203.100.50.0	203.100.50.255	256	203.100.50.0/24
203.100.51.0	203.100.51.255	256	203.100.51.0/24
203.100.52.0	203.100.52.255	256	203.100.52.0/24
203.100.54.0	203.100.54.255	256	203.100.54.0/24
203.100.92.0	203.100.95.255	1024	203.100.92.0/22
203.100.192.0	203.100.207.255	4096	203.100.192.0/20
203.104.32.0	203.104.47.255	4096	203.104.32.0/20
203.110.160.0	203.110.163.255	1024	203.110.160.0/22
203.110.160.0	203.110.191.255	8192	203.110.160.0/19
203.110.164.0	203.110.167.255	1024	203.110.164.0/22
203.110.168.0	203.110.171.255	1024	203.110.168.0/22
203.110.171.0	203.110.171.255	256	203.110.171.0/24
203.110.172.0	203.110.175.255	1024	203.110.172.0/22
203.110.176.0	203.110.177.255	512	203.110.176.0/23
203.110.176.0	203.110.179.255	1024	203.110.176.0/22
203.110.180.0	203.110.180.255	256	203.110.180.0/24
203.110.208.0	203.110.223.255	4096	203.110.208.0/20
203.110.232.0	203.110.233.255	512	203.110.232.0/23
203.119.114.0	203.119.115.255	512	203.119.114.0/23
203.129.8.0	203.129.8.255	256	203.129.8.0/24
203.129.10.0	203.129.10.255	256	203.129.10.0/24
203.129.11.0	203.129.11.255	256	203.129.11.0/24
203.129.12.0	203.129.12.255	256	203.129.12.0/24
203.129.13.0	203.129.13.255	256	203.129.13.0/24
203.129.14.0	203.129.14.255	256	203.129.14.0/24
203.129.15.0	203.129.15.255	256	203.129.15.0/24
203.130.40.0	203.130.47.255	2048	203.130.40.0/21
203.134.240.0	203.134.247.255	2048	203.134.240.0/21
203.148.86.0	203.148.87.255	512	203.148.86.0/23
203.156.192.0	203.156.255.255	16384	203.156.192.0/18
203.156.206.0	203.156.207.255	512	203.156.206.0/23
203.160.104.0	203.160.104.255	256	203.160.104.0/24
203.160.105.0	203.160.105.255	256	203.160.105.0/24
203.160.106.0	203.160.106.255	256	203.160.106.0/24
203.160.107.0	203.160.107.255	256	203.160.107.0/24
203.160.109.0	203.160.109.255	256	203.160.109.0/24
203.160.110.0	203.160.110.255	256	203.160.110.0/24
203.160.111.0	203.160.111.255	256	203.160.111.0/24
203.160.129.0	203.160.129.255	256	203.160.129.0/24
203.161.192.0	203.161.207.255	4096	203.161.192.0/20
203.161.208.0	203.161.223.255	4096	203.161.208.0/20
203.170.58.0	203.170.59.255	512	203.170.58.0/23
203.174.4.0	203.174.4.255	256	203.174.4.0/24
203.189.0.0	203.189.1.255	512	203.189.0.0/23
203.189.6.0	203.189.7.255	512	203.189.6.0/23
203.189.192.0	203.189.223.255	8192	203.189.192.0/19
203.191.0.0	203.191.1.255	512	203.191.0.0/23
203.191.144.0	203.191.151.255	2048	203.191.144.0/21
203.193.224.0	203.193.255.255	8192	203.193.224.0/19
203.194.120.0	203.194.120.255	256	203.194.120.0/24
203.194.121.0	203.194.121.255	256	203.194.121.0/24
203.194.122.0	203.194.122.255	256	203.194.122.0/24
203.194.123.0	203.194.123.255	256	203.194.123.0/24
203.194.124.0	203.194.124.255	256	203.194.124.0/24
203.194.126.0	203.194.126.255	256	203.194.126.0/24
203.194.127.0	203.194.127.255	256	203.194.127.0/24
203.195.64.0	203.195.95.255	8192	203.195.64.0/19
203.195.113.0	203.195.113.255	256	203.195.113.0/24
203.195.114.0	203.195.114.255	256	203.195.114.0/24
203.195.115.0	203.195.115.255	256	203.195.115.0/24
203.195.116.0	203.195.116.255	256	203.195.116.0/24
203.195.117.0	203.195.117.255	256	203.195.117.0/24
203.195.118.0	203.195.118.255	256	203.195.118.0/24
203.195.119.0	203.195.119.255	256	203.195.119.0/24
203.196.0.0	203.196.7.255	2048	203.196.0.0/21
203.196.7.0	203.196.7.255	256	203.196.7.0/24
203.202.236.0	203.202.237.255	512	203.202.236.0/23
203.205.64.0	203.205.95.255	8192	203.205.64.0/19
203.207.200.0	203.207.203.255	1024	203.207.200.0/22
203.212.80.0	203.212.81.255	512	203.212.80.0/23
203.215.232.0	203.215.232.255	256	203.215.232.0/24
203.215.233.0	203.215.233.255	256	203.215.233.0/24
203.215.235.0	203.215.235.255	256	203.215.235.0/24
203.215.236.0	203.215.236.255	256	203.215.236.0/24
203.223.21.0	203.223.21.255	256	203.223.21.0/24
203.223.23.0	203.223.23.255	256	203.223.23.0/24
210.5.56.0	210.5.63.255	2048	210.5.56.0/21
210.5.57.0	210.5.57.255	256	210.5.57.0/24
210.5.59.0	210.5.59.255	256	210.5.59.0/24
210.5.60.0	210.5.60.255	256	210.5.60.0/24
210.5.144.0	210.5.151.255	2048	210.5.144.0/21
210.5.152.0	210.5.159.255	2048	210.5.152.0/21
210.14.128.0	210.14.143.255	4096	210.14.128.0/20
210.14.144.0	210.14.159.255	4096	210.14.144.0/20
210.16.180.0	210.16.180.255	256	210.16.180.0/24
210.16.185.0	210.16.185.255	256	210.16.185.0/24
210.16.186.0	210.16.187.255	512	210.16.186.0/23
210.16.188.0	210.16.189.255	512	210.16.188.0/23
210.16.190.0	210.16.191.255	512	210.16.190.0/23
210.48.136.0	210.48.139.255	1024	210.48.136.0/22
210.48.136.0	210.48.143.255	2048	210.48.136.0/21
210.48.139.0	210.48.139.255	256	210.48.139.0/24
210.48.140.0	210.48.143.255	1024	210.48.140.0/22
210.73.128.0	210.73.159.255	8192	210.73.128.0/19
210.73.192.0	210.73.195.255	1024	210.73.192.0/22
210.73.192.0	210.73.223.255	8192	210.73.192.0/19
210.73.208.0	210.73.223.255	4096	210.73.208.0/20
210.74.224.0	210.74.239.255	4096	210.74.224.0/20
210.74.240.0	210.74.255.255	4096	210.74.240.0/20
210.75.0.0	210.75.15.255	4096	210.75.0.0/20
210.75.16.0	210.75.31.255	4096	210.75.16.0/20
210.75.32.0	210.75.39.255	2048	210.75.32.0/21
210.75.40.0	210.75.47.255	2048	210.75.40.0/21
210.75.48.0	210.75.55.255	2048	210.75.48.0/21
210.75.56.0	210.75.63.255	2048	210.75.56.0/21
210.76.64.0	210.76.64.255	256	210.76.64.0/24
210.76.65.0	210.76.65.255	256	210.76.65.0/24
210.76.66.0	210.76.66.255	256	210.76.66.0/24
210.76.67.0	210.76.67.255	256	210.76.67.0/24
210.76.68.0	210.76.68.255	256	210.76.68.0/24
210.76.69.0	210.76.69.255	256	210.76.69.0/24
210.76.70.0	210.76.70.255	256	210.76.70.0/24
210.76.71.0	210.76.71.255	256	210.76.71.0/24
210.76.72.0	210.76.72.255	256	210.76.72.0/24
210.76.73.0	210.76.73.255	256	210.76.73.0/24
210.76.75.0	210.76.75.255	256	210.76.75.0/24
210.76.76.0	210.76.76.255	256	210.76.76.0/24
210.76.79.0	210.76.79.255	256	210.76.79.0/24
210.76.80.0	210.76.80.255	256	210.76.80.0/24
210.76.81.0	210.76.81.255	256	210.76.81.0/24
210.76.83.0	210.76.83.255	256	210.76.83.0/24
210.76.84.0	210.76.84.255	256	210.76.84.0/24
210.76.86.0	210.76.86.255	256	210.76.86.0/24
210.76.87.0	210.76.87.255	256	210.76.87.0/24
210.76.88.0	210.76.88.255	256	210.76.88.0/24
210.76.89.0	210.76.89.255	256	210.76.89.0/24
210.76.90.0	210.76.90.255	256	210.76.90.0/24
210.76.91.0	210.76.91.255	256	210.76.91.0/24
210.76.92.0	210.76.92.255	256	210.76.92.0/24
210.76.93.0	210.76.93.255	256	210.76.93.0/24
210.76.94.0	210.76.94.255	256	210.76.94.0/24
210.76.95.0	210.76.95.255	256	210.76.95.0/24
210.76.160.0	210.76.163.255	1024	210.76.160.0/22
210.76.164.0	210.76.167.255	1024	210.76.164.0/22
210.76.168.0	210.76.171.255	1024	210.76.168.0/22
210.76.172.0	210.76.175.255	1024	210.76.172.0/22
210.76.176.0	210.76.179.255	1024	210.76.176.0/22
210.76.180.0	210.76.183.255	1024	210.76.180.0/22
210.76.184.0	210.76.187.255	1024	210.76.184.0/22
